Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-1	0	1010111100	0.609484	10	5	3
run-com-nk5-1	1	1000111101	0.865429	10	5	3
run-com-nk5-1	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-2	0	1000111001	0.882276	10	5	3
run-com-nk5-2	1	1000111001	0.882276	10	5	3
run-com-nk5-2	2	1000111001	0.882276	10	5	3
run-com-nk5-2	3	0100010100	0.952313	10	5	3
run-com-nk5-2	4	0100010100	0.952313	10	5	3
run-com-nk5-2	5	0100010100	0.952313	10	5	3
run-com-nk5-2	6	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-3	0	1100101111	0.310303	10	5	3
run-com-nk5-3	1	1000111111	0.829362	10	5	3
run-com-nk5-3	2	1000111101	0.865429	10	5	3
run-com-nk5-3	3	0000111101	0.817882	10	5	3
run-com-nk5-3	4	0000110101	0.882256	10	5	3
run-com-nk5-3	5	1110110100	0.838642	10	5	3
run-com-nk5-3	6	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-4	0	1011101100	0.570458	10	5	3
run-com-nk5-4	1	1011001000	0.839039	10	5	3
run-com-nk5-4	2	0011100101	0.909163	10	5	3
run-com-nk5-4	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-5	0	0101110001	0.581777	10	5	3
run-com-nk5-5	1	0100110001	0.870074	10	5	3
run-com-nk5-5	2	0100110001	0.870074	10	5	3
run-com-nk5-5	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-6	0	1000111111	0.829362	10	5	3
run-com-nk5-6	1	1000111101	0.865429	10	5	3
run-com-nk5-6	2	1000111001	0.882276	10	5	3
run-com-nk5-6	3	1000111001	0.882276	10	5	3
run-com-nk5-6	4	1000111001	0.882276	10	5	3
run-com-nk5-6	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-7	0	1110100101	0.395513	10	5	3
run-com-nk5-7	1	1110110100	0.838642	10	5	3
run-com-nk5-7	2	1011100101	0.981108	10	5	3
run-com-nk5-7	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-8	0	0001110011	0.54996	10	5	3
run-com-nk5-8	1	1000111011	0.810689	10	5	3
run-com-nk5-8	2	1000111011	0.810689	10	5	3
run-com-nk5-8	3	1000111001	0.882276	10	5	3
run-com-nk5-8	4	1000111011	0.810689	10	5	3
run-com-nk5-8	5	0010110101	0.870782	10	5	3
run-com-nk5-8	6	1000111001	0.882276	10	5	3
run-com-nk5-8	7	1000111001	0.882276	10	5	3
run-com-nk5-8	8	1000111001	0.882276	10	5	3
run-com-nk5-8	9	0110111001	0.661592	10	5	3
run-com-nk5-8	10	0110101001	0.610522	10	5	3
run-com-nk5-8	11	0110100001	0.746661	10	5	3
run-com-nk5-8	12	0110010000	0.864684	10	5	3
run-com-nk5-8	13	0100010110	0.947992	10	5	3
run-com-nk5-8	14	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-9	0	1001111011	0.544971	10	5	3
run-com-nk5-9	1	1000111001	0.882276	10	5	3
run-com-nk5-9	2	1000111001	0.882276	10	5	3
run-com-nk5-9	3	1000111001	0.882276	10	5	3
run-com-nk5-9	4	1000111001	0.882276	10	5	3
run-com-nk5-9	5	0100010100	0.952313	10	5	3
run-com-nk5-9	6	0100010100	0.952313	10	5	3
run-com-nk5-9	7	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-10	0	0011011101	0.419555	10	5	3
run-com-nk5-10	1	0001111101	0.76906	10	5	3
run-com-nk5-10	2	0011100101	0.909163	10	5	3
run-com-nk5-10	3	0110010110	0.997886	10	5	3
run-com-nk5-10	4	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-11	0	1100010001	0.515697	10	5	3
run-com-nk5-11	1	0100110001	0.870074	10	5	3
run-com-nk5-11	2	1000111001	0.882276	10	5	3
run-com-nk5-11	3	1000111001	0.882276	10	5	3
run-com-nk5-11	4	1000111001	0.882276	10	5	3
run-com-nk5-11	5	0010110101	0.870782	10	5	3
run-com-nk5-11	6	0110010010	0.927165	10	5	3
run-com-nk5-11	7	0110010110	0.997886	10	5	3
run-com-nk5-11	8	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-12	0	0011110100	0.49124	10	5	3
run-com-nk5-12	1	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-13	0	0010000101	0.610698	10	5	3
run-com-nk5-13	1	0011100101	0.909163	10	5	3
run-com-nk5-13	2	0011100101	0.909163	10	5	3
run-com-nk5-13	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-14	0	0010110001	0.759889	10	5	3
run-com-nk5-14	1	0000110101	0.882256	10	5	3
run-com-nk5-14	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-15	0	0001010000	0.56148	10	5	3
run-com-nk5-15	1	0101010100	0.819051	10	5	3
run-com-nk5-15	2	0100010100	0.952313	10	5	3
run-com-nk5-15	3	0110010100	0.944949	10	5	3
run-com-nk5-15	4	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-16	0	1100101100	0.503412	10	5	3
run-com-nk5-16	1	0100110100	0.71886	10	5	3
run-com-nk5-16	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-17	0	0001100010	0.260854	10	5	3
run-com-nk5-17	1	0011101010	0.849003	10	5	3
run-com-nk5-17	2	0000101010	0.94419	10	5	3
run-com-nk5-17	3	0110010110	0.997886	10	5	3
run-com-nk5-17	4	0110010100	0.944949	10	5	3
run-com-nk5-17	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-18	0	0100100001	0.55056	10	5	3
run-com-nk5-18	1	0100110001	0.870074	10	5	3
run-com-nk5-18	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-19	0	0110101000	0.463666	10	5	3
run-com-nk5-19	1	0110100100	0.803675	10	5	3
run-com-nk5-19	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-20	0	1100000111	0.411475	10	5	3
run-com-nk5-20	1	1100010110	0.691277	10	5	3
run-com-nk5-20	2	0100010100	0.952313	10	5	3
run-com-nk5-20	3	1110110100	0.838642	10	5	3
run-com-nk5-20	4	1110110000	0.854288	10	5	3
run-com-nk5-20	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-21	0	1100011011	0.378365	10	5	3
run-com-nk5-21	1	1000111001	0.882276	10	5	3
run-com-nk5-21	2	1000111001	0.882276	10	5	3
run-com-nk5-21	3	1000111001	0.882276	10	5	3
run-com-nk5-21	4	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-22	0	0010010100	0.53326	10	5	3
run-com-nk5-22	1	0100010100	0.952313	10	5	3
run-com-nk5-22	2	1101010011	0.646411	10	5	3
run-com-nk5-22	3	0010010011	0.860887	10	5	3
run-com-nk5-22	4	0010110101	0.870782	10	5	3
run-com-nk5-22	5	0000110101	0.882256	10	5	3
run-com-nk5-22	6	0001110101	0.800511	10	5	3
run-com-nk5-22	7	0010010011	0.860887	10	5	3
run-com-nk5-22	8	0010010011	0.860887	10	5	3
run-com-nk5-22	9	0110010000	0.864684	10	5	3
run-com-nk5-22	10	0110010100	0.944949	10	5	3
run-com-nk5-22	11	0110010100	0.944949	10	5	3
run-com-nk5-22	12	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-23	0	0111111010	0.504489	10	5	3
run-com-nk5-23	1	0110111000	0.784334	10	5	3
run-com-nk5-23	2	0110010010	0.927165	10	5	3
run-com-nk5-23	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-24	0	1111111110	0.254528	10	5	3
run-com-nk5-24	1	1110110010	0.819242	10	5	3
run-com-nk5-24	2	1110110000	0.854288	10	5	3
run-com-nk5-24	3	0110110000	0.810429	10	5	3
run-com-nk5-24	4	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-25	0	1110011000	0.378417	10	5	3
run-com-nk5-25	1	0110010100	0.944949	10	5	3
run-com-nk5-25	2	0110010100	0.944949	10	5	3
run-com-nk5-25	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-26	0	0001011111	0.469074	10	5	3
run-com-nk5-26	1	0001111101	0.76906	10	5	3
run-com-nk5-26	2	0110010010	0.927165	10	5	3
run-com-nk5-26	3	0110010110	0.997886	10	5	3
run-com-nk5-26	4	0110010110	0.997886	10	5	3
run-com-nk5-26	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-27	0	1110000101	0.441112	10	5	3
run-com-nk5-27	1	1011000001	0.780688	10	5	3
run-com-nk5-27	2	0110010100	0.944949	10	5	3
run-com-nk5-27	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-28	0	1110110100	0.838642	10	5	3
run-com-nk5-28	1	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-29	0	0010101110	0.634502	10	5	3
run-com-nk5-29	1	0000101010	0.94419	10	5	3
run-com-nk5-29	2	0000101100	0.697402	10	5	3
run-com-nk5-29	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-30	0	0101011010	0.379036	10	5	3
run-com-nk5-30	1	0101010110	0.870819	10	5	3
run-com-nk5-30	2	0100010100	0.952313	10	5	3
run-com-nk5-30	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-31	0	0000011101	0.473899	10	5	3
run-com-nk5-31	1	1000111101	0.865429	10	5	3
run-com-nk5-31	2	1000111001	0.882276	10	5	3
run-com-nk5-31	3	0000110101	0.882256	10	5	3
run-com-nk5-31	4	1000111101	0.865429	10	5	3
run-com-nk5-31	5	1010110101	0.724448	10	5	3
run-com-nk5-31	6	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-32	0	0011000010	0.478416	10	5	3
run-com-nk5-32	1	0010000011	0.764085	10	5	3
run-com-nk5-32	2	0110010010	0.927165	10	5	3
run-com-nk5-32	3	0110010110	0.997886	10	5	3
run-com-nk5-32	4	0110010100	0.944949	10	5	3
run-com-nk5-32	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-33	0	0110111101	0.470281	10	5	3
run-com-nk5-33	1	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-34	0	0111110011	0.015032	10	5	3
run-com-nk5-34	1	0111100001	0.682895	10	5	3
run-com-nk5-34	2	0110110000	0.810429	10	5	3
run-com-nk5-34	3	1011100001	0.849573	10	5	3
run-com-nk5-34	4	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-35	0	1101100001	0.466397	10	5	3
run-com-nk5-35	1	1011100001	0.849573	10	5	3
run-com-nk5-35	2	0000101010	0.94419	10	5	3
run-com-nk5-35	3	0110010100	0.944949	10	5	3
run-com-nk5-35	4	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-36	0	0101101010	0.192771	10	5	3
run-com-nk5-36	1	0001101010	0.840293	10	5	3
run-com-nk5-36	2	0000101010	0.94419	10	5	3
run-com-nk5-36	3	0100010100	0.952313	10	5	3
run-com-nk5-36	4	0001101010	0.840293	10	5	3
run-com-nk5-36	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-37	0	0000100110	0.281956	10	5	3
run-com-nk5-37	1	0000101110	0.847595	10	5	3
run-com-nk5-37	2	0000101010	0.94419	10	5	3
run-com-nk5-37	3	0000101010	0.94419	10	5	3
run-com-nk5-37	4	0110010110	0.997886	10	5	3
run-com-nk5-37	5	0110010110	0.997886	10	5	3
run-com-nk5-37	6	0110010110	0.997886	10	5	3
run-com-nk5-37	7	0110010110	0.997886	10	5	3
run-com-nk5-37	8	0110010100	0.944949	10	5	3
run-com-nk5-37	9	1010100101	0.763611	10	5	3
run-com-nk5-37	10	1011100101	0.981108	10	5	3
run-com-nk5-37	11	1011100101	0.981108	10	5	3
run-com-nk5-37	12	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-38	0	0111110011	0.015032	10	5	3
run-com-nk5-38	1	0110010100	0.944949	10	5	3
run-com-nk5-38	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-39	0	1011100101	0.981108	10	5	3
run-com-nk5-39	1	1011100101	0.981108	10	5	3
run-com-nk5-39	2	0011100101	0.909163	10	5	3
run-com-nk5-39	3	1011100101	0.981108	10	5	3
run-com-nk5-39	4	1011100101	0.981108	10	5	3
run-com-nk5-39	5	1011100101	0.981108	10	5	3
run-com-nk5-39	6	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-40	0	0111011111	0.354672	10	5	3
run-com-nk5-40	1	0011011110	0.738929	10	5	3
run-com-nk5-40	2	0001101010	0.840293	10	5	3
run-com-nk5-40	3	0011101010	0.849003	10	5	3
run-com-nk5-40	4	0010110101	0.870782	10	5	3
run-com-nk5-40	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-41	0	0101001011	0.316773	10	5	3
run-com-nk5-41	1	0100001010	0.806815	10	5	3
run-com-nk5-41	2	0100010001	0.696294	10	5	3
run-com-nk5-41	3	0110010010	0.927165	10	5	3
run-com-nk5-41	4	0110010110	0.997886	10	5	3
run-com-nk5-41	5	0110010100	0.944949	10	5	3
run-com-nk5-41	6	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-42	0	0011001100	0.571932	10	5	3
run-com-nk5-42	1	0011101010	0.849003	10	5	3
run-com-nk5-42	2	0011100101	0.909163	10	5	3
run-com-nk5-42	3	0110010100	0.944949	10	5	3
run-com-nk5-42	4	1011100001	0.849573	10	5	3
run-com-nk5-42	5	1011100001	0.849573	10	5	3
run-com-nk5-42	6	1011100101	0.981108	10	5	3
run-com-nk5-42	7	1011100101	0.981108	10	5	3
run-com-nk5-42	8	1011100101	0.981108	10	5	3
run-com-nk5-42	9	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-43	0	0110010101	0.520369	10	5	3
run-com-nk5-43	1	0110010100	0.944949	10	5	3
run-com-nk5-43	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-44	0	0101011010	0.379036	10	5	3
run-com-nk5-44	1	0110010010	0.927165	10	5	3
run-com-nk5-44	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-45	0	1111110101	0.296268	10	5	3
run-com-nk5-45	1	1011100101	0.981108	10	5	3
run-com-nk5-45	2	1011100101	0.981108	10	5	3
run-com-nk5-45	3	1011100101	0.981108	10	5	3
run-com-nk5-45	4	1011100101	0.981108	10	5	3
run-com-nk5-45	5	1011100101	0.981108	10	5	3
run-com-nk5-45	6	1011100101	0.981108	10	5	3
run-com-nk5-45	7	1011100101	0.981108	10	5	3
run-com-nk5-45	8	1011100101	0.981108	10	5	3
run-com-nk5-45	9	1011100101	0.981108	10	5	3
run-com-nk5-45	10	1011000001	0.780688	10	5	3
run-com-nk5-45	11	0001111101	0.76906	10	5	3
run-com-nk5-45	12	1110110100	0.838642	10	5	3
run-com-nk5-45	13	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-46	0	0011111110	0.531443	10	5	3
run-com-nk5-46	1	0011101010	0.849003	10	5	3
run-com-nk5-46	2	0011101010	0.849003	10	5	3
run-com-nk5-46	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-47	0	0100100100	0.490469	10	5	3
run-com-nk5-47	1	0100010100	0.952313	10	5	3
run-com-nk5-47	2	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-48	0	0111001010	0.267025	10	5	3
run-com-nk5-48	1	1011001010	0.795027	10	5	3
run-com-nk5-48	2	0110010010	0.927165	10	5	3
run-com-nk5-48	3	0110010110	0.997886	10	5	3
run-com-nk5-48	4	0110110000	0.810429	10	5	3
run-com-nk5-48	5	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-49	0	0011101110	0.768452	10	5	3
run-com-nk5-49	1	1011001110	0.763405	10	5	3
run-com-nk5-49	2	0000101010	0.94419	10	5	3
run-com-nk5-49	3	0110110100	1.0	10	5	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk5-50	0	1000111101	0.865429	10	5	3
run-com-nk5-50	1	1000111001	0.882276	10	5	3
run-com-nk5-50	2	1000111001	0.882276	10	5	3
run-com-nk5-50	3	0110010000	0.864684	10	5	3
run-com-nk5-50	4	0110010010	0.927165	10	5	3
run-com-nk5-50	5	1000111001	0.882276	10	5	3
run-com-nk5-50	6	1000111001	0.882276	10	5	3
run-com-nk5-50	7	0110010110	0.997886	10	5	3
run-com-nk5-50	8	0110110100	1.0	10	5	3
