tag	gen	closest_id	closest_hap	closest_fit	elite_id	elite_hap	diff_closest	diff_fittest	landscape	algorithm
run-nk4-nov-1	0	H708	0.4353568869734888	H708	0	0.6	nk	2
run-nk4-nov-1	1	H076	0.7549649765863249	E008	0	0.5	nk	2
run-nk4-nov-1	2	H357	0.6116690660480585	E001	0	0.4	nk	2
run-nk4-nov-1	3	H012	0.8825178357672802	E001	0	0.6	nk	2
run-nk4-nov-1	4	H039	0.7847703822693546	E006	0	0.6	nk	2
run-nk4-nov-1	5	H091	0.7470817333113677	E001	0	0.4	nk	2
run-nk4-nov-1	6	H025	0.8284474435804627	E005	0	0.5	nk	2
run-nk4-nov-1	7	H257	0.6536449856960278	E006	0	0.4	nk	2
run-nk4-nov-1	8	H033	0.7937988266700488	E003	0	0.6	nk	2
run-nk4-nov-1	9	H019	0.8472801884498115	E002	0	0.6	nk	2
run-nk4-nov-1	10	H057	0.7698905283845865	E009	0	0.7	nk	2
run-nk4-nov-1	11	H285	0.6416936020758524	E007	0	0.6	nk	2
run-nk4-nov-1	12	H164	0.7040248082882637	E001	0	0.7	nk	2
run-nk4-nov-1	13	H180	0.6941594300400368	E001	0	0.8	nk	2
run-nk4-nov-1	14	H025	0.8284474435804627	E009	0	0.8	nk	2
run-nk4-nov-1	15	H034	0.7903304722684148	E000	0	0.7	nk	2
run-nk4-nov-1	16	H013	0.8755651581461261	E008	0	0.7	nk	2
run-nk4-nov-1	17	H026	0.8190494570374185	E004	0	0.8	nk	2
run-nk4-nov-1	18	H048	0.7747776726006277	E002	0	0.7	nk	2
run-nk4-nov-1	19	H074	0.7565396508569615	E000	0	0.6	nk	2
run-nk4-nov-1	20	H024	0.8288480647874453	E000	0	0.3	nk	2
run-nk4-nov-1	21	H282	0.6422933544064285	E009	0	0.4	nk	2
run-nk4-nov-1	22	H057	0.7698905283845865	E002	0	0.3	nk	2
run-nk4-nov-1	23	H076	0.7549649765863249	E009	0	0.3	nk	2
run-nk4-nov-1	24	H032	0.7979356043688836	E004	0	0.6	nk	2
run-nk4-nov-1	25	H105	0.7408542399901165	E001	0	0.4	nk	2
run-nk4-nov-1	26	H028	0.8128946439126759	E006	0	0.4	nk	2
run-nk4-nov-1	27	H045	0.7785853929559459	E002	0	0.2	nk	2
run-nk4-nov-1	28	H018	0.8493504638299847	E004	0	0.3	nk	2
run-nk4-nov-1	29	H310	0.6324994788484961	E000	0	0.3	nk	2
run-nk4-nov-1	30	H217	0.6696651770689971	E008	0	0.5	nk	2
run-nk4-nov-1	31	H142	0.7181132614758707	E004	0	0.6	nk	2
run-nk4-nov-1	32	H127	0.7280605792419468	E000	0	0.5	nk	2
run-nk4-nov-1	33	H000	1.0	E005	0	0.4	nk	2
